id,id_dup,type,lan,title,title_dup,content,content_dup,cos_similarity,content_distance,title_distance,certainty
61227,167271,7,1,Chemarea...,Isus te cheamÃ„Âƒ,demult cand nu stiam ce bine si rau pentru viata mea am auzit voce mine domnul isus el ma chema am m,isus te cheama demult cand nu stiam ce bine si rau pentru viata mea am auzit voce mine domnul isus e,0.999224325,0.85,0.214285714,validated
109771,158539,7,1,"VÃ„Âƒi adÄ‚Ë˜nci, nemÃ„Âƒsurate",VÃ„Âƒi adÄ‚Ë˜nci ÄŒÂ™i cÃ„Âƒi deÄŒÂ™arte,vai adanci si cai desarte se interpun ades in cale sa poti trece mai departe iti pui crucea peste va,vai adanci si cai desarte vai adanci si cai desarte se interpun ades in cale sa poti trece mai depar,0.999214171,0.74,0.676056338,validated
17950,85225,7,1,L-am Ä‚Å½ntÄ‚Ë˜lnit cu ramura de spini,L-am Ä‚Å½ntÄ‚Ë˜lnit cu ramura de spini,ca vechii magi din vremurile apuse eu steaua am vazut sus pe cer de ne nteleasa veste ce ne aduse lu,ca vechii magi din vremurile apuse eu steaua am vazut sus pe cer de ne nteleasa veste ce ne aduse lu,0.999203697,1,1,validated
101352,101633,7,1,Micutul vinovat,Micutul vinovat,eu sunt mic si vinovat pe mama am ascultat toata ziua am jucat si de lectii am uitat mama tare supar,eu sunt mic si vinovat pe mama am ascultat toata ziua am jucat si de lectii am uitat mama tare supar,0.999198553,1,1,validated
72577,113365,7,1,VESTEA BUNÃ„Â‚,Vestea Buna,vestea bun pe campul betleemului cu doua mii de ani incoace cativa pastori duceau veste spre oamenii,pe campul betleemului cu doua mii de ani incoace cativa pastori duceau veste spre oamenii cei fara p,0.999159709,0.89,0.24,validated
28421,28693,7,1,BUNATATEA LUI,"PÃ„Âƒrinte, har, bunÃ„Âƒtate ai dovedit",bunatatea lui petru coman petrosani de mii de ani parinte har bunatate ai dovedit chiar de pacatu lu,de mii de ani parinte har bunatate ai dovedit chiar de pacatu lume prin cei doi ivit adam si eva in ,0.999134335,0.64,0.038461538,validated
26923,26668,7,1,LUMEA-NÄ¹ÂžELÃ„Â‚TOARE,NecredinÄ¹Åa,trait am intr lume nselatoare ce hranit cu hrana ei stricata iar serpi necredintei din privire au am,traiam eu intr lume nselatoare ce hranit cu hrana ei stricata iar serpi necredintei din privire au a,0.999061898,0.97,0.171428571,validated
129315,129383,7,1,Rondelul treptelor lui Petru ( 3 ),Rondelul treptelor lui Petru ( 7 ),rondelul treptelor lui petru motto petru treapta treia lui petru este cunostinta cunostinta despre p,rondelul treptelor lui petru motto petru treapta saptea lui petru iubirea iubirea sfanta de frati fa,0.999029145,0.76,0.970588235,validated
16312,63870,7,1,E frumos...,E frumos,frumos sa poti in viata sa fii darnic si milos sa te duci de dimineata sa stergi lacrima razleata fr,frumos cand poti in viata sa fii darnic si milos sa te duci de dimineata sa stergi lacrima razleata ,0.999014813,0.97,0.842105263,validated
85076,90654,7,1,Cine mÃ„Âƒ ridicÃ„Âƒ!,Cine mÃ„Âƒ ridicÃ„Âƒ!,cine oare ma ajuta si cine ma ridica am sufletul sensibil si ii asa de trist ma simt bolnav si ma cu,cine oare ma ajuta si cine ma ridica am sufletul sensibil si ii asa de trist ma simt bolnav ma cupri,0.998983534,0.97,1,validated
90277,158394,7,1,"Doamne, mÃ„ÂƒreÄŒÂ™te credinÄŒÂ›a",CÄ‚Ë˜t de minunatÃ„Âƒ-i viaÄŒÂ›a,cat de minunata viata fara vreo descurajare ce frumoasa dimineata primaveri cant si soare cand ti se,cat de minunata viata cat de minunata viata fara vreo descurajare ce frumoasa dimineata primaverii c,0.998959597,0.77,0.430769231,validated
26835,59321,7,1,Tanarul,Tanarul,tanarul ca raul de munte ce lui putere doboara multe nimica nu poate sta in cale cand el navalnic cu,tanarul tanarul ca raul de munte ce lui putere doboara multe nimica nu poate sta in cale cand el nav,0.998957878,0.92,1,validated
72896,113384,7,1,MARTOR Ä‚ÂŽNVIERII,Martor Invierii,martor invierii in vasul meu cel de pamant mai toarna mi tu isuse sfant uleiul tau inmiresmat sa fiu,in vasul meu cel de pamant mai toarna mi tu isuse sfant uleiul tau inmiresmat sa fiu mai bun si mai ,0.998945271,0.84,0.181818182,validated
16405,28352,7,1,Isus e calea,Crestini,mii de drumuri prin pacate duc la moarte si la iad si prapastia pierzarii zilnic mii si sute cad dar,isus calea mii de drumuri prin pacate duc la moarte si la iad si prapastia pierzarii zilnic mii si s,0.998910381,0.89,0.1,validated
30293,59310,7,1,Cand umbrele seara,Cand umbrele seara,cand umbrele seara se astern peste sat tu poti sa gandesti la cel ce inviat in linistea serii cand t,cand umbrele seara cand umbrele seara se astern peste sat tu poti sa gandesti la cel ce inviat in li,0.998877483,0.81,1,validated
16471,81090,7,1,LecÄ¹Åie de armonie,Lectia de armonie,nepoate cica ntr orchestra fiind ea cam dezacordata cum se intampla cateodata in pauza porni taifasu,lectia de armonie nepoate cica ntr orchestra fiind ea cam dezacordata cum se intampla cateodata in p,0.998862899,0.82,0.810810811,validated
16027,35256,7,1,forte,Zidul credintei,zidul credintei cel ce viata si lumina mielul care spala vina studiase medicina pe infactul cel mai ,zidul credintei cel ce viata si lumina mielul care spala vina studiase medicina pe infactul cel mai ,0.998845438,1,0.3,validated
152272,165455,7,1,Eu am nevoie Doamne de Tine-n viaÄ¹Åa mea!,Eu am nevoie Doamne!,eu am nevoie doamne de tine viata mea sa stiu ca esti cu mine sa simt iubirea ta si am nevoie doamne,eu am nevoie doamne de tine viata mea in clipele ferice si de furtuna grea eu am nevoie doamne de ta,0.998812013,0.71,0.634920635,validated
25123,157208,7,1,Invitatie la colinde,InvitaÄŒÂ›ie la CrÃ„Âƒciun,veniti cerstini mare sarbatoare cel din vecii aievea ntrupat priviti cum zorii ne zambesc in zare ca,veniti crestini mare sarbatoare cel din vecii aievea ntrupat priviti cum zorii ne zambesc in zare ca,0.998803716,0.99,0.652173913,validated
73936,75428,7,1,Isus ne ajutÃ„Âƒ mereu,"Ä‚ÂŽÄŒÂ›i mulÄŒÂ›umesc, Isus",isus ne ajuta mereu mereu iti multumesc bun isus de toate binefacerile tale ne ai spus ca ne vei duc,iti multumesc isus eu tie ti multumesc bun isus de toate binefacerile tale mi ai spus ca ma vei duce,0.998751465,0.79,0.16,validated
96813,96137,7,1,Inima mea e a Ta,Inima mea,inima mea ta prin inima ta ti aduc tie lauda iar ea inima mea sta in tine oricand din ea izvoreste i,inima mea prin inima mea ti aduc tie lauda iar inima mea cu tine oricand din ea izvoreste iubire pri,0.998742909,0.87,0.72,validated
24341,64562,7,1,CUTREMURUL LA MIEZUL NOPTII,Cutremurul la miezul noptii,cutremurul la miezul noptii se va cutremura pamantul cand din slava va veni acel ce biruit pacatul p,se va cutremura pamantul cand din slava va venii acel ce biruit pacatul pe pamant cu oameni vii se v,0.998735891,0.72,0.148148148,validated
16791,17020,7,1,Tu ne-ai adus,"Isuse, ce ÄŒÂ›i-am dat?...",tu ne ai adus iertarea ne ai dat salvarea dar ne ai scos din inchisoarea pacatului murdar ne ai dat ,tu ne ai adus iertarea ne ai dat salvarea dar ne ai scos din inchisoarea pacatului murdar ne ai dat ,0.998709665,1,0.358974359,validated
16301,32900,7,1,Iubirea adevarata,Adevarat,adevarat adevarat iti spun copile de drag ce mi esti te vreau cu mine acolo unde nimic nu se masoara,adevarat adevarat iti spun copile de drag ce mi esti te vreau cu mine acolo unde nimic nu se masoara,0.998706361,1,0.56,validated
78463,83293,7,1,"Domn, Domn sÃ„Âƒ-nÃ„ÂƒlÄ¹ÅÃ„Âƒm","Domn, Domn sÃ„Âƒ-nÃ„ÂƒlÄ¹ÅÃ„Âƒm!",domn domn sa naltam am pornit sa colindam pe la geamuri sa cantam sa cantam cu bucurie ingerii cu no,am pornit sa colindam pe la geamuri sa cantam sa cantam cu bucurie ingerii cu noi sa fie am pornit s,0.998700787,0.8,0.984615385,validated
29223,75680,7,1,ASTEAPTA,Asteapta,te am strigat cu nfrigurare si plingind am auzit voce blinda raspunzind te am rugat sa mi dai lumina,te am strigat cu disperare cu nfrigurare si plangand am auzit voce blanda si iubitoare raspunzand te,0.998681606,0.7,0.125,validated
17718,17775,7,1,Ziua de naÄ¹ÂŸtere...,Ziua de naÄ¹ÂŸtere,am varsta in care ma bucur ca sunt si ncerc credinta si fericirea mi cant inima mea ca floare plapan,am varsta in care azi ma bucur ca sunt si ncerc credinta si fericirea mi cant inima mea ca floare pl,0.998638978,0.96,0.923076923,validated
131647,131662,7,1,Rondelul investigÃ„Âƒrii Magilior ( 2 ),Rondelul investigÃ„Âƒrii Magilor ( 3 ),rondelul investigarii magilor motto mica dupa ce magii au aflat unde nascut mesia ei purtati de mari,rondelul investigarii magilor motto mica mergand magii dupa stea la betleem ei au ajuns dar steaua l,0.998575231,0.61,0.961038961,validated
112319,138177,7,1,Ä‚ÂŽmi ridic mÄ‚Ë˜inile spre Tine,Ä‚ÂŽmi Ä‚Å½nalÄŒÂ› mÄ‚Ë˜inile spre Tine,imi ridic mainile spre tine maret si mare dumnezeu iti multumesc mi ai facut bine ai mantuit prin ha,imi inalt mainile spre tine si plin de bucurie iti cant isuse mi ai facut mult bine ai mantuit doamn,0.998557379,0.68,0.777777778,validated
23461,63866,7,1,"Eu nu ÄŒÂ™tiu, Doamne",Eu nu stiu Doamne,eu nu stiu doamne unde inca imi vei mai duce pasii mei dar stiu ca tu mi vei fi oriunde lumina sfant,eu nu stiu doamne eu nu stiu doamne unde inca imi vei mai duce pasii mei dar stiu ca tu mi vei fi or,0.998528576,0.82,0.842105263,validated
87226,152283,7,1,Paradox? Paradoxal!,Poema trezirii mele,aud chemare plutind printre stele si mi pare ca vantul ce sufla perdele dispare prin neantul inimii ,poema trezirii mele aud chemare plutind printre stele si mi pare ca vantul ce sufla perdele dispare ,0.998522067,0.8,0.263157895,validated
24412,32375,7,1,Vin Ä‚Å½ngerii,Se lasÃ„Âƒ noaptea - cantec,vin ingerii se lasa noaptea ncetisor adie vantul cu suspine apare luna dintr un nor si lumineaza pes,se lasa noaptea ncetisor adie vantul cu suspine apare luna dintr un nor si lumineaza peste mine de v,0.998499313,0.88,0.195121951,validated
27335,27454,7,1,LUMINA IN INTUNERIC,lumina in intuneric,afara noapte pamintul pustiu din cer il apara luna cu pasul ei grabnic chiar daca tirziu ea aici tot,afara noapte pamintul pustiu din cer il apara luna cu pasul ei grabnic chiar daca tirziu ea aici tot,0.998495009,1,0.105263158,validated
22061,23163,7,1,A fost o dat-un copilaÄ¹ÂŸ,A fost odat-un CopilaÄ¹ÂŸ,fost odat un copilas nascut intr livada in grajd afara din oras si atat era de dragalas ca mii si mi,fost odat un copilas nascut intr livada in grajd afara din oras si atat era de dragalas ca mii si mi,0.998469573,1,0.941176471,validated
75056,78032,7,1,Ce n-ai da,Ce n-ai da tu?,ce ai da tu in clipa mortii sa ai nadejdea ce am eu sa stii ca orice ar fi sa fie tu esti din clipa ,ce ai da tu ce ai da tu in clipa mortii sa ai nadejdea ce am eu sa stii ca orice ar fi sa fie nu est,0.998469188,0.87,0.833333333,validated
32178,77856,7,1,"PÃ„ÂƒmÄ‚Ë˜nt, pÃ„ÂƒmÄ‚Ë˜nt",Pamantule!,ai povestit pamantule batrane povestea ce ascunzi in cartea ta sa nduiosezi si apoi sa storci din sl,ai povestit pamntule batrane povestea ce ascunzi in cartea ta sa nduiosezi si apoi sa storci din sla,0.998400968,0.99,0.222222222,validated
19329,29441,7,1,Ieslea,Ieslea,sclipesc luminile cetate iar betleemul doarme dus pe drumurile colindate si toate usile ncuiate un l,sclipesc luminile cetate iar betleemul doarme dus pe drumurile colindate sunt toate usile ncuiate un,0.998333681,0.97,1,validated
32222,63875,7,1,"vino, inca nu e tarziu",Alb ca zapada,singur si confuz inima iti este ranita de pacat bucuria ta dus pentru ca dragostea dovedit fi iluzie,singur si confuz inima iti este ranita de pacat bucuria ta dus pentru ca dragostea dovedit fi iluzie,0.998328917,1,0.285714286,validated
24576,169080,7,1,Increde-te in Domnul!,Incredeti-va in Domnul!,increde te in domnul increde te in domnul si nu te vei clatina numai el iti da pace si ti sterge lac,incredeti va in domnul incredeti va in domnul si nu va veti clatina numai el va da pacea si va sterg,0.998303086,0.84,0.863636364,validated
155870,157323,7,1,Rondel despre Mesia,Rondel despre omagiul lui Mesia,rondel depre mesia slava lui dumnezeu in locurile prea inalte si pace pe pamant intre oamenii placut,rondel despre omagiul lui mesia slava lui dumnezeu in locurile prea inalte si pace pe pamant intre o,0.998281008,0.87,0.76,validated
21374,37446,7,1,La inceput Dumnezeu,"Viata, din hazard?",prin milenara mantie spatiului nemarginit se ntinde pan la noi opera marelui infinit se vad jurul no,prin milenara mantie spatiului nemarginit se ntinde pan la noi opera marelui infinit se vad in jurul,0.99817896,0.97,0.324324324,validated
173690,146106,7,1,O noapte preasfinÄ¹ÅitÃ„Âƒ - recitatÃ„Âƒ de autor,O noapte preasfinÄ¹ÅitÃ„Âƒ,din noptile naturii tu esti deosebita noapte mantuirii noapte preasfintita nu esti ca alte nopti tu ,noapte preasfintita din noptile naturii tu esti deosebita noapte mintuirii noapte preasfintita nu es,0.998168545,0.79,0.701298701,validated
113715,73718,7,1,Ruga pentru Isus,RUGÃ„Â‚ PENTRU ISUS,cum ai intrat candva in templu sa curatesti de vanzatori de schimbatorii de monede de porumbeii voia,ruga pentru isus cum ai intrat candva in templu sa curatesti de vanzatori de schimbatorii de monede ,0.998138647,0.83,0.228571429,validated
28001,29917,7,1,POEMUL TINERETII,POEMUL TINEREÄ¹Ë˜II,poemul tineretii as dori sa ntorc si timpul inspre al tineretii vreme ca sa cant cu drag pe domnul i,as dori sa ntorc si timpul inspre al tineretii vreme ca sa cant cu drag pe domnul in octave si poeme,0.998124484,0.83,0.857142857,validated
16248,25935,7,1,De mila celor care pier,Din mila...,de mila celor care pier departe de al tau nume tu ai dat tot ce aveai in cer si tot ce aveai in lume,de mila celor care pier departe de al tau nume tu ai dat tot ce aveai in cer si tot ce aveai in lume,0.998123667,1,0.352941176,validated
74748,82186,7,1,Tu eÄŒÂ™ti bucuria mea,O bucurie Ä‚Å½n suflet port mereu,tu esti bucuria mea in inima am mare bucurie iar sufleul imi canta ne ncetat isus al meu din ceruri ,bucurie in suflet port mereu in inima port mare bucurie si sufletul imi canta ne ncetat isus al meu ,0.99812239,0.75,0.363636364,validated
100342,124127,7,1,DupÃ„Âƒ psalmul 22,DupÃ„Âƒ psalmul 22,doamne doamne ce ai parasit de nu mi ajuti in clipa de durere caci noaptea ziua ntreaga nghitit si o,doamne doamne ce ai parasit de nu mi ajuti in clipa de durere caci noaptea ziua ntreaga nghitit si o,0.998073716,1,1,validated
75553,134750,7,1,Inmultirea painilor,Ä‚ÂŽnmulÄŒÂ›irea pÄ‚Ë˜inilor,inmultirea painilor ioan de dincolo de galileii mare isus si ucenicii stand pe munte vedeau multimea,ioan de dincolo de galileii mare isus si ucenicii stand pe munte vedeau multimea mare de popoare si ,0.998007146,0.8,0.680851064,validated
23480,56508,7,1,Aproape de Venire,Semne de Venire,aproape de venire venirea ta doamne isuse mai aproape ca oricand si profetii de veacuri spuse aduc l,semne de venire venirea ta doamne isuse mai aproape ca oricand si profetii de veacuri spuse se impli,0.997977015,0.9,0.6875,validated
90122,90116,7,1,Isus Hristos din morÄŒÂ›i a Ä‚Å½nviat,Isus Hristos din morÄŒÂ›i a Ä‚Å½nviat!,isus hristos din morti inviat ne bucuram in sarbatoare cu inima si un gand curat si pace far de asem,ne bucuram in sarbatoare cu inima si un gand curat si pace fara asemananare caci domnul nostru invia,0.997967466,0.67,0.986666667,validated
26391,20528,7,1,Pe ce clÃ„ÂƒdiÄ¹Åi,NU CLADITI PE URA,nu mai claditi aicea peste ura construind ziduri ce de nepatruns priviti mai bine astazi la scriptur,nu mai claditi aicea peste ura construind ziduri ce de nepatruns priviti mai bine astazi la scriptur,0.997948333,1,0.111111111,validated
92111,92113,7,1,Isus,ISUS,cand sunt slab ma ntareste cand sunt singur al meu prieten bun cand plang el sterge lacrima cand str,cand sunt slab ma ntareste cand sunt singur al meu prieten bun cand plang sterge lacrima cand strig ,0.997894402,0.97,0.25,validated
24609,31819,7,1,Invata-ma sa tac,Invata-ma sa tac,invata ma sa tac cand ploaia isi picura stropi tristi pe geam cand cufundata odaia in pace tainica s,invata ma sa tac cand ploaia isi picura stropi tristi pe geam cand cufundata odaia in pace tainica s,0.99788643,1,1,validated
103174,122572,7,1,Dorinta,Dorinta,sa nu mi fie luata drept ruga un murmur sau prilej de ntristare pentru inima ti care adanc te doare ,sa nu mi fie luata drept ruga un murmur sau prilej de ntristare pentru inima ti care adanc te doare ,0.997866937,1,1,validated
26446,77612,7,1,De ziua ta,De  ziua  ta ...,un suflet bun sa ai si un gand frumos in fapta si in grai pentru hristos cu dragoste si avant spre t,de ziua ta un suflet bun sa ai si un gand frumos in fapta si in grai pentru hristos cu dragoste si a,0.997832479,0.89,0.769230769,validated
149427,176050,7,1,Ofertele Invierii,Invierea,invierea etaleaza puterea lui dumnezeu ce creat tot universul si poate tine cuvantul baza crezului m,invierea etaleaza puterea lui dumneze ce creat tot universul si si poate tine cuvantul baza crezului,0.997814688,0.97,0.48,validated
74607,84518,7,1,Isus ne-a dat veÄ¹ÂŸnicia,Isus ne-a dat veÄŒÂ™nicia,isus ne dat vesnicia drag mantuitor isus la moarte tatal tau te dat ai coborat din cer de sus si chi,isus ne dat vesnicia drag mantuitor isus la moarte tatal tau te dat ai coborat din cer de sus si chi,0.99776966,1,0.92,validated
30423,30545,7,1,Ce taine mari prin Duhul Sfant...,Ce taine mari prin Duhul SfÄ‚Ë˜nt,ce taine mari prin duhul sfant petru coman petrosani ce taine mari prin duhul sfant tu ne ai descope,ce taine mari prin duhul sfant petru coman petrosani ce taine mari prin duhul sfant tu ne ai descope,0.997698992,1,0.878787879,validated
103645,167295,7,1,Am trÃ„Âƒit un ceas pe roatÃ„Âƒ...,Am trÃ„Âƒit un ceas pe roatÃ„Âƒ,am trait un ceas pe roata el olarul luat si zdrobit fiinta mi toata intr clipa sfaramat zdrobit atat,am trait un ceas pe roata am trait un ceas pe roata el olarul luat si zdrobit fiinta mi toata intr c,0.997692034,0.74,0.953846154,validated
115944,115973,7,1,Daniel- TÃ„ÂƒlmÃ„Âƒcirea vedeniilor,Daniel - Vedeniile Ä¹ÂŸi tÃ„ÂƒlmÃ„Âƒcirile lui Daniel continuÃ„Âƒ,talmacirea vedeniilor iar cartile mari au deschis si judecata se tinea cornul cel mic multe zis dar ,vedeniile si talmacirile lui daniel continua si cartile mari au deschis iar judecata se tinea cornul,0.997564735,0.63,0.52,validated
29313,30926,7,1,Sa pot ierta,Sa pot ierta,de ce nu pot ierta pe cel de langa mine pana ce nu am stors si lacrimi si suspine privesc la crucea ,de ce nu pot ierta pe cel de langa mine pana ce nu am stors si lacrimi si suspine privesc la crucea ,0.997555304,1,1,validated
27235,27984,7,1,Mai mult decÄ‚Ë˜t orice,Mai mult decat orice...,mai mult decat ieri azi eu te iubesc si vreau toata viata mi sa ti slujesc sa te cunosc mai mult cu ,mai mult decat ieri azi eu te iubesc si vreau toata viata mi sa ti slujesc sa te cunosc mai mult cu ,0.997390971,1,0.826086957,validated
33561,33396,7,1,"RugÃ„Âƒciune - Ä‚ÂŽn Tine sÃ„Âƒ rÃ„ÂƒmÄ‚Ë˜n, Doamne doresc! (Ioan 15.4-6)",RugÃ„Âƒciune - Pe Tine Te-aÄ¹ÂŸtept! (Fil. 3.20; 1 Tes. 1.10),rugaciune in tine sa raman doamne doresc ioan de mihail dimitriu poet si scriitor crestin ce sau ce ,rugaciune pe tine te astept fil tes de mihail dimitriu poet si scriitor crestin doamne in tine atata,0.997388187,0.7,0.447761194,validated
116781,107094,7,1,Duca-mi-se dumnezeii,Duca-mi-se dumnezeii...,asa mi vorbeste domnul sa ai alti dumnezei lor sa nu te nchini sa nu jertfesti in ei asa mi vorbeste,asa mi vorbeste domnul sa ai alti dumnezei lor sa nu te nchini sa nu jertfesti in ei asa mi vorbeste,0.997327283,1,0.930232558,validated
26415,55734,7,1,Har!,Har!,pe mine ai ales doamne pe mine care am ucis si am cufundat cu nepasare atatea suflete abis pe mine o,pe mine ai ales doamne pe mine care am ucis si am confundat cu nepasare atatea suflete abis pe mine ,0.997292875,0.98,1,validated
24555,24541,7,1,Te asteptam,Te asteptam,te asteptam isuse de cand promis ai sa vii ni sufletele asa pustii si inimile aprinse te astept de m,te asteptam isuse de cand promis ai sa vii ni sufletele asa pustii si inimiile aprinse te astept de ,0.997279316,0.99,1,validated
31803,167269,7,1,Ce-i viaÄŒÂ›a ta?,Ce-i viaÄŒÂ›a ta?,ce viata ta penita cu care scrii mereu pe un drum si apoi la ultima portita tot ce ai scris tu ca pe,ce viata ta ce viata ta penita cu care scrii mereu pe un drum si apoi la ultima portita tot ce ai sc,0.997277388,0.88,1,validated
16230,99953,7,1,DÃ„Âƒ-mi dragostea,Da-mi Dragostea,cum pot sa te laud cu inima buna cand lacrima spate mi ai pus sa stea cum vrei sa nu fie in mine fur,da mi dragostea cum pot sa te laud cu inima buna cand lacrima spate mi ai pus sa stea cum vrei sa nu,0.997194457,0.84,0.787878788,validated
31579,32983,7,1,MARE ESTE DUMNEZEU,Mare este Dumnezeu!,am urcat pe un varf de munte si am privit de acolo jos am vazut la poale omul mic plapand neputincio,am urcat pe un varf de munte si am privit de acolo jos am vazut la poale omul mic plapand neputincio,0.997126163,1,0.216216216,validated
20562,27318,7,1,FOCUL,O ZI DE Ä‚ÂŽNCERCARE,era intr zi de iarna cand soarele cu dinti isi arata caninii printre copaci albiti zapada era mare s,era ntr zi de iarna cand soarele cu dinti isi arata caninii printre copaci albiti zapada era mare si,0.997069264,0.99,0.16,validated
34408,36866,7,1,De traiul Ä‚Å½Ä¹Åi e tot mai fad ... (Ioan 15.5; Rom. 1.21; 2 Tim. 3.5; Tit 1.16; Iacov 2.14-26),SÃ„Âƒ ne trezim! (Is. 60.1; Matei 25.5-7; Marcu 13.36; Rom. 13.11; Ef. 5.14; 1 Tes. 5.6),de traiul iti tot mai fad ioan rom tim tit iacov de mihail dimitriu poet si scriitor crestin de trai,sa ne trezim is matei marcu rom ef tes de mihail dimitriu poet si scriitor crestin domnul isus aproa,0.997033714,0.69,0.367567568,validated
127694,172788,7,1,Rondelul Fericirilor (6 ),Rondelul inimii curate,rodelul fernicirilor ferice de acei ce au inima curata caci ei il vor vedea pe dumnezeu pentru ca in,rondelul inimii curate ferice de acei ce au inima curata caci ei il vor vedea pe dumnezeu stand pe t,0.99699234,0.83,0.425531915,validated
35136,104871,7,1,"Doamne, strig...","Doamne, strig!",doamne strig catre tine strig intoarce te si priveste ma caci ma sting ma indrept spre pierzare doam,doamne strig catre tine strig intoarce te si priveste ma caci ma sting ma indrept spre pierzare doam,0.996943182,1,0.866666667,validated
92742,106408,7,1,Ascultarea,Ascultarea,din dragoste de tatal cel ceresc si sfanta ntelepciune tu ai ales sa vii aicea jos sa ma salvezi pe ,din dragoste de tatal cel ceresc si sfanta ntelepciune tu ai ales sa vii aicea jos sa ma salvezi pe ,0.996883402,1,1,validated
16978,20404,7,1,Ce este viata?,Ce este viaÄŒÂ›a?,tanar sau batran sarac sau bogat fericit sau nefericit implinit sau neimplinit se naste intrebarea c,ce este viata tanar sau batran sarac sau bogat fericit sau nefericit implinit sau neimplinit se nast,0.996870703,0.86,0.838709677,validated
128176,153701,7,1,Invata de la toate,Ä‚ÂŽnvaÄŒÂ›Ã„Âƒ de la toate ...,invata de la apa sa ai statornic drum invata de la flacari ca toate numai scrum invata de la umbra s,invata de la apa sa ai statornic drum invata de la flacari ca toate numai scrum invata de la umbra s,0.996854275,1,0.612244898,validated
165181,167297,7,1,Copii rÃ„ÂƒpiÄŒÂ›i,Copiii rÃ„ÂƒpiÄŒÂ›i,se ntoarce europa evul mediu cand se rapeau de langa mame prunci si cautam la boala ei remediu dar b,copiii rapiti se ntoarce europa evul mediu cand se rapeau de langa mame prunci si cautam la boala ei,0.996811633,0.86,0.972972973,validated
32435,32585,7,1,CHIPUL STRAZII,CHIPUL VEACULUI ACESTA,chipul strazii ce seduce si al veacului ce trece ajuns atat de josnic ca nimic nu poate ntrece un mo,chipul strazii ce seduce si al veacului ce trece ajuns atat de josnic ca nimic nu poate ntrece un mo,0.99676333,1,0.555555556,validated
98042,35136,7,1,Doamne strig...,"Doamne, strig...",doamne strig catre tine strig intoarce te si priveste ma caci ma sting ma indrept spre pierzare doam,doamne strig catre tine strig intoarce te si priveste ma caci ma sting ma indrept spre pierzare doam,0.996653923,1,0.967741935,validated
32763,36866,7,1,Dovezi ale mÄ‚Ë˜ntuirii (1 Cor. 15.1-2; 2 Cor. 13.5),SÃ„Âƒ ne trezim! (Is. 60.1; Matei 25.5-7; Marcu 13.36; Rom. 13.11; Ef. 5.14; 1 Tes. 5.6),dovezi ale mantuirii cor cor de mihail dimitriu poet si scriitor crestin multi ce spun cu usurinta l,sa ne trezim is matei marcu rom ef tes de mihail dimitriu poet si scriitor crestin domnul isus aproa,0.996639731,0.67,0.328571429,validated
28159,104341,7,1,Pretul vietii mele,PreÄ¹Åul vieÄ¹Åii,pretul vietii mele pretul vietii mele platit isus cu pretul vietii lui am meritat revarsata binecuva,pretul vietii fost platit cu sange pretul vietii mele platit isus prin jertfa lui suprema au frant p,0.996568646,0.63,0.594594595,validated
32497,32499,7,1,Ä‚ÂŽn vie (1),Ä‚ÂŽn vie (2),in vie dionisie giuchici vol domnul nu eu tu sapa azi si taie si leaga neincetat caci vita cea de vi,in vie dionisie giuchici vol domnul nu eu si tu si eu suntem chemati in tainica lucrare din ceasul c,0.996377887,0.63,0.923076923,validated
28803,30339,7,1,N-am sa uit... nu pot uita,N-am sa uit... nu pot uita...!,am sa uit nu pot uita am sa uit bunatatea iubirii ce patimit crucea pentru mine am sa nalt cantarea ,am sa uit nu pot uita am sa uit iubirea ce jertfit ce crucea pentru mine patimit am sa nalt cantarea,0.99616459,0.83,0.928571429,validated
26088,26063,7,1,Dreptate,Dreptatea,dreptate de ce atata nedreptate in lume aceasta fara rost eu cred ca sus va fii dreptate dar sa vegh,dreptatea de ce atata nedreptate in lume aceasta fara rost eu cred ca sus va fii dreptate dar sa veg,0.99585079,0.99,0.941176471,validated
96904,31617,7,1,Un OM,Un Om,trece prin lume un om in picioarele goale intr camasa demodata dintr bucata din cap pana poale pasto,un om trece prin lume un om in picoarele goale intr camasa cam demodata dintr bucata din cap pana po,0.995840664,0.9,0.8,validated
19508,56452,7,1,rugaciune de binecuvantare,RugÃ„Âƒciune de binecuvÄ‚Ë˜ntare,tatal nostru care esti in ceruri cel ce plutesti pe aripi de heruvimi cel care scoti lumina din cama,tatal nostru care esti in ceruri cel ce plutesti pe aripi de heruvimi cel care scoti lumina din cama,0.99558945,1,0.793103448,validated
19593,37568,7,1,FraÄ¹Åilor de ce mai staÄ¹Åi&#8230;,Pavel cÃ„Âƒtre Timotei,fratilor de ce mai stati vremea rascumparati sa fiti blanzi cu ingaduinta cu rabdare si credinta dea,fratilor de ce mai stati vremea rascumparati sa fiti blanzi cu ingaduinta cu rabdare si credinta dea,0.995441264,1,0.169491525,validated
19676,75629,7,1,CÄ‚Ë˜ntec pentru nuntÃ„Âƒ,Epitalam*,in parcul vechi sub tei batrani ce pun orasului surdina trecand odata am zarit pe banca in lumini de,in parcul vechi sub tei batrani ce pun orasului surdina trecand odata am zarit pe banca in lumini de,0.995407881,1,0.058823529,validated
27377,27388,7,1,FA-TI BINE TREABA!,SATISFACTIE,pe cararile vietii se perinda multa lume fiecarui treaba ii va reveni anume dupa modul cum face el b,satisfactie de balasanu constantin pe cararile vietii se perinda multa lume fiecarui treaba ii va re,0.995348742,0.65,0.344827586,validated
